dataset,dataset_length,base,base sent,base recv,defended,defended sent,defended recv,missing,missing sent,missing recv,load,load sent,load recv,delay,time base,time defended,rf,df
/home/tobipull/regulator-u4.5-c0.5-r700-d0.98-t2.5-n5000-b10,19000,4188.8085,347.9627,3840.8458,7675.4462,1432.5911,6242.8552,0.0000,0.0000,0.0000,0.8324,3.1171,0.6254,0.2094,28.0652,33.9414,-1.0000,-1.0000
/home/tobipull/regulator-u4.5-c0.5-r800-d0.98-t2.5-n5000-b10,19000,4188.8085,347.9627,3840.8458,7677.7508,1413.0261,6264.7247,0.0000,0.0000,0.0000,0.8329,3.0609,0.6311,0.1577,28.0652,32.4901,-1.0000,-1.0000
/home/tobipull/regulator-u4.5-c0.5-r900-d0.98-t2.5-n5000-b10,19000,4188.8085,347.9627,3840.8458,7673.3479,1391.1538,6282.1942,0.0000,0.0000,0.0000,0.8319,2.9980,0.6356,0.1231,28.0652,31.5190,-1.0000,-1.0000
/home/tobipull/regulator-u4.5-c0.5-r1000-d0.98-t2.5-n5000-b10,19000,4188.8085,347.9627,3840.8458,7664.8487,1372.0203,6292.8284,0.0000,0.0000,0.0000,0.8298,2.9430,0.6384,0.1008,28.0652,30.8955,-1.0000,-1.0000
/home/tobipull/regulator-u4.5-c0.5-r1100-d0.98-t2.5-n5000-b10,19000,4188.8085,347.9627,3840.8458,7656.9803,1354.6549,6302.3254,0.0000,0.0000,0.0000,0.8280,2.8931,0.6409,0.0851,28.0652,30.4534,-1.0000,-1.0000
/home/tobipull/regulator-u4.5-c0.5-r1200-d0.98-t2.5-n5000-b10,19000,4188.8085,347.9627,3840.8458,7650.5004,1339.9196,6310.5808,0.0000,0.0000,0.0000,0.8264,2.8508,0.6430,0.0740,28.0652,30.1425,-1.0000,-1.0000
