dataset,dataset_length,base,base sent,base recv,defended,defended sent,defended recv,missing,missing sent,missing recv,bandwidth,bandwidth sent,bandwidth recv,delay,time base,time defended,rf,df
/mnt/ramdisk/front-budget6000-wmin5-wmax15-states1,19000,4188.8085,347.9627,3840.8458,7207.5026,1854.3467,5353.1559,0.0000,0.0000,0.0000,0.7207,4.3292,0.3937,0.0000,28.0652,28.0652,0.9055,0.6318
/mnt/ramdisk/front-budget6000-wmin5-wmax15-states10,19000,4188.8085,347.9627,3840.8458,7217.1582,1860.2006,5356.9575,0.0000,0.0000,0.0000,0.7230,4.3460,0.3947,0.0000,28.0652,28.0652,0.9045,0.6979
/mnt/ramdisk/front-budget6000-wmin5-wmax15-states100,19000,4188.8085,347.9627,3840.8458,7288.3144,1898.1585,5390.1559,0.0000,0.0000,0.0000,0.7399,4.4551,0.4034,0.0000,28.0652,28.0652,0.9026,0.7321
/mnt/ramdisk/front-budget6000-wmin5-wmax20-states1,19000,4188.8085,347.9627,3840.8458,7240.1284,1874.0526,5366.0758,0.0000,0.0000,0.0000,0.7284,4.3858,0.3971,0.0000,28.0652,28.0652,0.9053,0.6650
/mnt/ramdisk/front-budget6000-wmin5-wmax20-states10,19000,4188.8085,347.9627,3840.8458,7208.8161,1859.4896,5349.3265,0.0000,0.0000,0.0000,0.7210,4.3439,0.3927,0.0000,28.0652,28.0652,0.9003,0.7089
/mnt/ramdisk/front-budget6000-wmin5-wmax20-states100,19000,4188.8085,347.9627,3840.8458,7279.1338,1896.4373,5382.6965,0.0000,0.0000,0.0000,0.7378,4.4501,0.4014,0.0000,28.0652,28.0652,0.9008,0.6961
/mnt/ramdisk/front-budget6000-wmin10-wmax12-states1,19000,4188.8085,347.9627,3840.8458,7226.5020,1874.9583,5351.5437,0.0000,0.0000,0.0000,0.7252,4.3884,0.3933,0.0000,28.0652,28.0652,0.9053,0.6450
/mnt/ramdisk/front-budget6000-wmin10-wmax12-states10,19000,4188.8085,347.9627,3840.8458,7203.7862,1857.8519,5345.9343,0.0000,0.0000,0.0000,0.7198,4.3392,0.3919,0.0000,28.0652,28.0652,0.9021,0.6863
/mnt/ramdisk/front-budget6000-wmin10-wmax12-states100,19000,4188.8085,347.9627,3840.8458,7298.2872,1906.5815,5391.7057,0.0000,0.0000,0.0000,0.7423,4.4793,0.4038,0.0000,28.0652,28.0652,0.9050,0.6679
/mnt/ramdisk/front-budget6000-wmin10-wmax15-states1,19000,4188.8085,347.9627,3840.8458,7229.5207,1867.2008,5362.3199,0.0000,0.0000,0.0000,0.7259,4.3661,0.3961,0.0000,28.0652,28.0652,0.9047,0.6711
/mnt/ramdisk/front-budget6000-wmin10-wmax15-states10,19000,4188.8085,347.9627,3840.8458,7196.0978,1852.7036,5343.3942,0.0000,0.0000,0.0000,0.7179,4.3244,0.3912,0.0000,28.0652,28.0652,0.9061,0.6955
/mnt/ramdisk/front-budget6000-wmin10-wmax15-states100,19000,4188.8085,347.9627,3840.8458,7327.0055,1924.3681,5402.6374,0.0000,0.0000,0.0000,0.7492,4.5304,0.4066,0.0000,28.0652,28.0652,0.9021,0.6792
/mnt/ramdisk/front-budget6000-wmin10-wmax20-states1,19000,4188.8085,347.9627,3840.8458,7220.4877,1863.3924,5357.0953,0.0000,0.0000,0.0000,0.7238,4.3552,0.3948,0.0000,28.0652,28.0652,0.9050,0.6568
/mnt/ramdisk/front-budget6000-wmin10-wmax20-states10,19000,4188.8085,347.9627,3840.8458,7200.7528,1849.1143,5351.6385,0.0000,0.0000,0.0000,0.7190,4.3141,0.3933,0.0000,28.0652,28.0652,0.9082,0.7376
/mnt/ramdisk/front-budget6000-wmin10-wmax20-states100,19000,4188.8085,347.9627,3840.8458,7291.1085,1905.3234,5385.7852,0.0000,0.0000,0.0000,0.7406,4.4757,0.4022,0.0000,28.0652,28.0652,0.9053,0.6847
