dataset,dataset_length,base,base sent,base recv,defended,defended sent,defended recv,missing,missing sent,missing recv,bandwidth,bandwidth sent,bandwidth recv,delay,time base,time defended,rf,df
/mnt/ramdisk/front-budget2500-wmin1-wmax15-states100,19000,4188.8085,347.9627,3840.8458,5544.5369,1025.9895,4518.5474,0.0000,0.0000,0.0000,0.3237,1.9486,0.1764,4.4127,28.0652,151.9074,0.8524,0.8387
/mnt/ramdisk/front-budget3000-wmin1-wmax15-states1,19000,4188.8085,347.9627,3840.8458,5690.0590,1098.2115,4591.8475,0.0000,0.0000,0.0000,0.3584,2.1561,0.1955,10.7386,28.0652,329.4468,0.8234,0.7105
/mnt/ramdisk/front-budget3000-wmin1-wmax15-states10,19000,4188.8085,347.9627,3840.8458,5705.2304,1106.6636,4598.5668,0.0000,0.0000,0.0000,0.3620,2.1804,0.1973,6.3144,28.0652,205.2813,0.8329,0.8132
/mnt/ramdisk/front-budget3000-wmin1-wmax15-states100,19000,4188.8085,347.9627,3840.8458,5794.5114,1149.3166,4645.1948,0.0000,0.0000,0.0000,0.3833,2.3030,0.2094,7.0057,28.0652,224.6819,0.8332,0.8066
/mnt/ramdisk/front-budget1500-wmin1-wmax20-states1,19000,4188.8085,347.9627,3840.8458,4942.8790,723.9202,4218.9588,0.0000,0.0000,0.0000,0.1800,1.0805,0.0984,1.6477,28.0652,74.3089,0.8724,0.7892
/mnt/ramdisk/front-budget1500-wmin1-wmax20-states10,19000,4188.8085,347.9627,3840.8458,4949.8830,728.9874,4220.8956,0.0000,0.0000,0.0000,0.1817,1.0950,0.0989,1.0770,28.0652,58.2925,0.8818,0.8537
/mnt/ramdisk/front-budget1500-wmin1-wmax20-states100,19000,4188.8085,347.9627,3840.8458,5039.3321,773.9427,4265.3893,0.0000,0.0000,0.0000,0.2030,1.2242,0.1105,1.1778,28.0652,61.1195,0.8792,0.8526
/mnt/ramdisk/front-budget1700-wmin1-wmax20-states1,19000,4188.8085,347.9627,3840.8458,5045.9564,772.6294,4273.3269,0.0000,0.0000,0.0000,0.2046,1.2204,0.1126,2.3972,28.0652,95.3442,0.8663,0.8200
/mnt/ramdisk/front-budget1700-wmin1-wmax20-states10,19000,4188.8085,347.9627,3840.8458,5043.9193,775.2438,4268.6755,0.0000,0.0000,0.0000,0.2041,1.2280,0.1114,1.3833,28.0652,66.8878,0.8792,0.8326
/mnt/ramdisk/front-budget1700-wmin1-wmax20-states100,19000,4188.8085,347.9627,3840.8458,5139.5593,823.6758,4315.8834,0.0000,0.0000,0.0000,0.2270,1.3671,0.1237,1.6102,28.0652,73.2563,0.8684,0.8247
/mnt/ramdisk/front-budget2000-wmin1-wmax20-states1,19000,4188.8085,347.9627,3840.8458,5194.0630,849.7891,4344.2739,0.0000,0.0000,0.0000,0.2400,1.4422,0.1311,3.8270,28.0652,135.4705,0.8592,0.8097
/mnt/ramdisk/front-budget2000-wmin1-wmax20-states10,19000,4188.8085,347.9627,3840.8458,5201.8834,858.3735,4343.5098,0.0000,0.0000,0.0000,0.2419,1.4669,0.1309,2.3359,28.0652,93.6220,0.8639,0.8253
/mnt/ramdisk/front-budget2000-wmin1-wmax20-states100,19000,4188.8085,347.9627,3840.8458,5291.3793,900.4357,4390.9436,0.0000,0.0000,0.0000,0.2632,1.5877,0.1432,2.4312,28.0652,96.2966,0.8684,0.8292
/mnt/ramdisk/front-budget2500-wmin1-wmax20-states1,19000,4188.8085,347.9627,3840.8458,5438.0611,974.9015,4463.1596,0.0000,0.0000,0.0000,0.2982,1.8017,0.1620,6.5539,28.0652,212.0020,0.8429,0.7705
